36.7031 ,2850.25
37.7031 ,2852
38.75 ,2854.25
39.7656 ,2852.75
40.875 ,2856
41.9062 ,2876
42.9375 ,2878
43.9688 ,2902.5
97.5938 ,2659.75
98.5938 ,2638.25
99.625 ,2638.25
100.688 ,2637.75
102.719 ,2637.25
103.734 ,2616.25
199.906 ,1449.25
200.922 ,1439.25
201.891 ,1437
203 ,1429.5
203.984 ,1420.75
205 ,1418
206.062 ,1410.75
207.109 ,1406.5
208.125 ,1405.5
209.062 ,1396
210.109 ,1398
211.125 ,1396
212.188 ,1394
213.156 ,1395.25
214.234 ,1393
215.234 ,1394.25
216.25 ,1392.75
278.172 ,4887
279.188 ,4816.5
281.172 ,4813.25
282.188 ,4886
286.25 ,5799.75
288.297 ,5799.75
322.062 ,5522.25
323.094 ,5278.25
325.141 ,5355.75
326.156 ,5437
